Scenario,TID,TestCase Description,PreCondition,TestSteps,Expected Result,Actual Result,Status,Executed QA Name,Misc (Comments),Priority,Is Automated
CAPTCHA,TID-161,CAPTCHA test case 161,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Rate Limiting,TID-162,Rate Limiting test case 162,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Brute Force,TID-163,Brute Force test case 163,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Response Validation,TID-164,Response Validation test case 164,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Performance,TID-165,Performance test case 165,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
CAPTCHA,TID-166,CAPTCHA test case 166,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Rate Limiting,TID-167,Rate Limiting test case 167,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Brute Force,TID-168,Brute Force test case 168,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Response Validation,TID-169,Response Validation test case 169,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Performance,TID-170,Performance test case 170,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
CAPTCHA,TID-171,CAPTCHA test case 171,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Rate Limiting,TID-172,Rate Limiting test case 172,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Brute Force,TID-173,Brute Force test case 173,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Response Validation,TID-174,Response Validation test case 174,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Performance,TID-175,Performance test case 175,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
CAPTCHA,TID-176,CAPTCHA test case 176,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Rate Limiting,TID-177,Rate Limiting test case 177,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Brute Force,TID-178,Brute Force test case 178,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Response Validation,TID-179,Response Validation test case 179,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Performance,TID-180,Performance test case 180,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
CAPTCHA,TID-181,CAPTCHA test case 181,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Rate Limiting,TID-182,Rate Limiting test case 182,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Brute Force,TID-183,Brute Force test case 183,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Response Validation,TID-184,Response Validation test case 184,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Performance,TID-185,Performance test case 185,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
CAPTCHA,TID-186,CAPTCHA test case 186,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Rate Limiting,TID-187,Rate Limiting test case 187,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Brute Force,TID-188,Brute Force test case 188,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Response Validation,TID-189,Response Validation test case 189,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Performance,TID-190,Performance test case 190,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
CAPTCHA,TID-191,CAPTCHA test case 191,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Rate Limiting,TID-192,Rate Limiting test case 192,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Brute Force,TID-193,Brute Force test case 193,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Response Validation,TID-194,Response Validation test case 194,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Performance,TID-195,Performance test case 195,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
CAPTCHA,TID-196,CAPTCHA test case 196,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Rate Limiting,TID-197,Rate Limiting test case 197,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Brute Force,TID-198,Brute Force test case 198,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Response Validation,TID-199,Response Validation test case 199,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,No
Performance,TID-200,Performance test case 200,System available,"1. Prepare test data
2. Invoke login API
3. Validate response
4. Verify database/logs",Expected behavior achieved,,Not Executed,,,High,Yes
Boundary Validation,TID-201,Boundary Validation test case 201,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Concurrent Login,TID-202,Concurrent Login test case 202,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Logout,TID-203,Logout test case 203,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Session Timeout,TID-204,Session Timeout test case 204,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Audit Logging,TID-205,Audit Logging test case 205,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Boundary Validation,TID-206,Boundary Validation test case 206,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Concurrent Login,TID-207,Concurrent Login test case 207,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Logout,TID-208,Logout test case 208,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Session Timeout,TID-209,Session Timeout test case 209,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Audit Logging,TID-210,Audit Logging test case 210,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Boundary Validation,TID-211,Boundary Validation test case 211,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Concurrent Login,TID-212,Concurrent Login test case 212,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Logout,TID-213,Logout test case 213,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Session Timeout,TID-214,Session Timeout test case 214,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Audit Logging,TID-215,Audit Logging test case 215,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Boundary Validation,TID-216,Boundary Validation test case 216,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Concurrent Login,TID-217,Concurrent Login test case 217,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Logout,TID-218,Logout test case 218,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Session Timeout,TID-219,Session Timeout test case 219,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Audit Logging,TID-220,Audit Logging test case 220,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Boundary Validation,TID-221,Boundary Validation test case 221,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Concurrent Login,TID-222,Concurrent Login test case 222,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Logout,TID-223,Logout test case 223,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Session Timeout,TID-224,Session Timeout test case 224,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Audit Logging,TID-225,Audit Logging test case 225,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Boundary Validation,TID-226,Boundary Validation test case 226,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Concurrent Login,TID-227,Concurrent Login test case 227,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Logout,TID-228,Logout test case 228,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Session Timeout,TID-229,Session Timeout test case 229,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Audit Logging,TID-230,Audit Logging test case 230,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Boundary Validation,TID-231,Boundary Validation test case 231,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Concurrent Login,TID-232,Concurrent Login test case 232,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Logout,TID-233,Logout test case 233,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Session Timeout,TID-234,Session Timeout test case 234,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Audit Logging,TID-235,Audit Logging test case 235,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Boundary Validation,TID-236,Boundary Validation test case 236,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Concurrent Login,TID-237,Concurrent Login test case 237,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Logout,TID-238,Logout test case 238,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Session Timeout,TID-239,Session Timeout test case 239,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Audit Logging,TID-240,Audit Logging test case 240,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Boundary Validation,TID-241,Boundary Validation test case 241,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Concurrent Login,TID-242,Concurrent Login test case 242,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Logout,TID-243,Logout test case 243,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Session Timeout,TID-244,Session Timeout test case 244,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Audit Logging,TID-245,Audit Logging test case 245,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Boundary Validation,TID-246,Boundary Validation test case 246,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,Yes
Concurrent Login,TID-247,Concurrent Login test case 247,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,No
Logout,TID-248,Logout test case 248,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Session Timeout,TID-249,Session Timeout test case 249,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,High,No
Audit Logging,TID-250,Audit Logging test case 250,Required user/environment available,"1. Prepare prerequisites
2. Execute login scenario
3. Observe API response
4. Verify expected outcome",Feature works according to specification,,Not Executed,,,Medium,Yes
Remember Me,TID-251,Remember Me test case 251,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Password Policy,TID-252,Password Policy test case 252,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Account Lock,TID-253,Account Lock test case 253,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Multi-device Login,TID-254,Multi-device Login test case 254,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
API Error Handling,TID-255,API Error Handling test case 255,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Remember Me,TID-256,Remember Me test case 256,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Password Policy,TID-257,Password Policy test case 257,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Account Lock,TID-258,Account Lock test case 258,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Multi-device Login,TID-259,Multi-device Login test case 259,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
API Error Handling,TID-260,API Error Handling test case 260,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Remember Me,TID-261,Remember Me test case 261,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Password Policy,TID-262,Password Policy test case 262,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Account Lock,TID-263,Account Lock test case 263,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Multi-device Login,TID-264,Multi-device Login test case 264,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
API Error Handling,TID-265,API Error Handling test case 265,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Remember Me,TID-266,Remember Me test case 266,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Password Policy,TID-267,Password Policy test case 267,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Account Lock,TID-268,Account Lock test case 268,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Multi-device Login,TID-269,Multi-device Login test case 269,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
API Error Handling,TID-270,API Error Handling test case 270,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Remember Me,TID-271,Remember Me test case 271,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Password Policy,TID-272,Password Policy test case 272,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Account Lock,TID-273,Account Lock test case 273,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Multi-device Login,TID-274,Multi-device Login test case 274,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
API Error Handling,TID-275,API Error Handling test case 275,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Remember Me,TID-276,Remember Me test case 276,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Password Policy,TID-277,Password Policy test case 277,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Account Lock,TID-278,Account Lock test case 278,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Multi-device Login,TID-279,Multi-device Login test case 279,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
API Error Handling,TID-280,API Error Handling test case 280,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Remember Me,TID-281,Remember Me test case 281,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Password Policy,TID-282,Password Policy test case 282,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Account Lock,TID-283,Account Lock test case 283,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Multi-device Login,TID-284,Multi-device Login test case 284,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
API Error Handling,TID-285,API Error Handling test case 285,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Remember Me,TID-286,Remember Me test case 286,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Password Policy,TID-287,Password Policy test case 287,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Account Lock,TID-288,Account Lock test case 288,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Multi-device Login,TID-289,Multi-device Login test case 289,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
API Error Handling,TID-290,API Error Handling test case 290,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Remember Me,TID-291,Remember Me test case 291,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Password Policy,TID-292,Password Policy test case 292,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Account Lock,TID-293,Account Lock test case 293,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Multi-device Login,TID-294,Multi-device Login test case 294,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
API Error Handling,TID-295,API Error Handling test case 295,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Remember Me,TID-296,Remember Me test case 296,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
Password Policy,TID-297,Password Policy test case 297,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
Account Lock,TID-298,Account Lock test case 298,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,Yes
Multi-device Login,TID-299,Multi-device Login test case 299,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,Medium,No
API Error Handling,TID-300,API Error Handling test case 300,Preconditions satisfied,"1. Launch application
2. Execute scenario
3. Validate response
4. Verify logs",Expected result achieved,,Not Executed,,,High,Yes
